,name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color,spectral_type
2643,HR3416,,129.5846,-6.6625,6.51,STAR A1V,0.44,,,,0.17,A
2644,HR3417,,128.1758,-73.3567,6.12,STAR G8III,0.95,,,,0.66,G
2645,HR3418,5Sig Hya,129.6892,3.3414,4.44,STAR K1III,1.21,,0.56,,1.28,K
2646,HR3419,,129.3737,-33.7458,6.48,STAR F0IV,0.33,,,,,F
2647,HR342,,17.8567,64.2028,5.55,STAR B9V,-0.07,,,,-0.13,B
2648,HR3420,Eta Pyx,129.4675,-26.255,5.27,STAR A0V,-0.04,,,,,A
2649,HR3421,,129.3329,-40.1475,6.55,STAR G4IV,0.6,,,,0.14,G
2650,HR3422,34    Lyn,130.2546,45.8339,5.37,STAR G8IV,0.99,,,,0.75,G
2651,HR3423,,130.0762,31.9419,6.1,STAR F5III,,,,,,F
2652,HR3424,,129.8525,8.0172,6.45,STAR K1III,1.08,,,,0.99,K
2653,HR3425,,129.6679,-19.7369,6.33,STAR K5III,1.59,,,,1.83,M
2654,HR3426,,129.4113,-42.9892,4.14,STAR A6II,0.11,,0.16,,0.16,A
2655,HR3427,39    Cnc,130.0267,20.0078,6.39,STAR G8III,0.98,,0.47,,0.83,G
2656,HR3428,,130.0921,19.67,6.44,STAR G9III,1.02,,0.49,,0.9,G
2657,HR3429,41Eps Cnc,130.1125,19.545,6.3,STAR A8V,0.17,,0.06,,0.16,A
2658,HR343,33The Cas,17.7758,55.1497,4.33,STAR A7V,0.17,,0.07,,0.12,A
2659,HR3430,,129.7833,-22.6619,5.05,STAR G6IV,0.73,,,,0.36,G
2660,HR3431,6    Hya,130.0063,-12.4753,4.98,STAR K4III,1.42,,0.75,,1.62,K
2661,HR3432,,129.3283,-62.8536,5.47,STAR K0III,1.02,,,,0.83,K
2662,HR3433,Zet Pyx,129.9271,-29.5611,4.89,STAR G4III,0.9,,,,,G
2663,HR3434,,129.8421,-36.6069,6.13,STAR F1IV,0.42,,,,,F
2664,HR3435,,129.6871,-53.0906,6.47,STAR B8V,-0.1,,,,-0.35,B
2665,HR3436,,130.7508,46.9011,6.22,STAR G8III,0.96,,,,,G
2666,HR3437,,130.2567,-9.0519,6.63,STAR A1V,-0.02,,,,0.02,A
2667,HR3438,Bet Pyx,130.0258,-35.3083,3.97,STAR G7I,0.94,,0.48,,0.65,G
2668,HR344,,17.5479,15.6742,6.06,STAR M0III,1.49,,,,,M
2669,HR3440,,129.8492,-53.4397,5.48,STAR B5V,-0.16,,,,-0.55,B
2670,HR3441,9    Hya,130.4304,-15.9433,4.88,STAR G9III,1.06,,0.53,,0.92,K
2671,HR3442,,129.99,-53.055,5.19,STAR B4IV,-0.14,,,,-0.57,B
2672,HR3443,,129.805,-60.3172,6.36,STAR A0V,0.0,,,,,A
2673,HR3444,,130.1471,-45.1914,5.71,STAR M0III,1.65,,,,2.0,M
2674,HR3445,,130.1567,-46.6489,3.84,STAR F3I,0.71,,0.6,,0.3,F
2675,HR3446,,130.5408,-11.9661,6.45,STAR A5,0.16,,,,0.13,A
2676,HR3447,,130.0733,-52.9219,3.62,STAR B3IV,-0.18,,-0.18,,-0.64,B
2677,HR3448,,130.0725,-53.0153,5.61,STAR B7V,-0.14,,,,-0.5,B
2678,HR3449,43Gam Cnc,130.8212,21.4686,4.66,STAR A1IV,0.02,,0.0,,0.01,A
2679,HR345,32    Cas,17.9225,65.0189,5.57,STAR B9IV,-0.09,,,,-0.28,B
2680,HR3450,45    Cnc,130.8013,12.6808,5.64,STAR A3V,0.39,,,,0.25,A
2681,HR3451,,131.0421,36.9181,6.33,STAR F7V,,,,,,F
2682,HR3452,,130.3046,-47.3169,4.77,STAR A5II,0.12,,0.19,,0.12,A
2683,HR3453,,130.2721,-48.9225,5.9,STAR B1V,-0.21,,,,-0.9,B
2684,HR3454,7Eta Hya,130.8062,3.3986,4.3,STAR B3V,-0.2,,-0.19,,-0.74,B
2685,HR3455,,130.1817,-57.5453,6.34,STAR A3V,0.2,,,,0.14,A
2686,HR3456,,130.4871,-45.4108,5.23,STAR B6I,0.21,,,,-0.53,B
2687,HR3457,,130.1542,-59.7611,4.33,STAR B1III,-0.11,,-0.13,,-0.8,B
2688,HR3458,,130.9987,4.3347,6.37,STAR B9III,-0.06,,,,-0.13,A
2689,HR3459,,130.9183,-7.2336,4.62,STAR G1I,0.84,,0.44,,0.49,G
2690,HR346,32    Cet,17.55,-8.9061,6.4,STAR K0III,1.04,,,,0.87,K
2691,HR3460,The Vol,129.7717,-70.3869,5.2,STAR A0V,0.01,,,,-0.03,A
2692,HR3461,47Del Cnc,131.1712,18.1542,3.94,STAR K0III,1.08,,0.54,,0.99,K
2693,HR3462,,130.5667,-48.0992,5.51,STAR B1V,-0.18,,,,-0.88,B
2694,HR3463,,130.7375,-35.9433,6.42,STAR A0V,0.02,,,,0.01,A
2695,HR3464,46    Cnc,131.3392,30.6978,6.13,STAR G5III,0.94,,0.49,,0.63,G
2696,HR3465,49    Cnc,131.1875,10.0817,5.66,STAR A1,-0.11,,,,-0.25,A
2697,HR3466,,130.5788,-53.1,5.52,STAR B8,-0.15,,,,-0.54,B
2698,HR3467,,130.6062,-53.1139,4.86,STAR B3IV,-0.17,,-0.19,,-0.66,B
2699,HR3468,Alp Pyx,130.8979,-33.1864,3.68,STAR B1III,-0.18,,-0.16,,-0.88,B
2700,HR3469,10    Hya,131.2554,5.6806,6.13,STAR A6V,0.2,,,,0.1,A
2701,HR347,33    Cet,17.64,2.4456,5.95,STAR K4III,1.51,,,,1.87,K
2702,HR3470,,132.2058,66.7081,6.2,STAR B8V,-0.11,,,,-0.4,B
2703,HR3471,,130.5871,-55.7742,6.29,STAR K2III,1.18,,,,1.2,K
2704,HR3472,,131.3367,-2.6008,6.41,STAR F2IV,0.52,,,,0.06,F
2705,HR3473,,131.23,-21.1678,6.11,STAR A5V,0.22,,,,,A
2706,HR3474,48Iot Cnc,131.6667,28.7653,6.57,STAR A3V,0.04,,,,0.04,A
2707,HR3475,48Iot Cnc,131.6742,28.76,4.02,STAR G7III,1.01,,0.49,,0.78,G
2708,HR3476,,130.9179,-49.8228,5.16,STAR B0III,-0.2,,,,-1.03,B
2709,HR3477,,131.1,-42.6492,4.07,STAR G5III,0.87,,0.5,,0.52,G
2710,HR3478,,131.5104,-2.0489,5.7,STAR,1.1,,,,1.04,K
2711,HR3479,,131.2162,-37.1472,5.76,STAR B2III,-0.15,,,,,B
2712,HR348,45    And,17.7929,37.7242,5.81,STAR B7III,-0.1,,,,-0.4,B
2713,HR3480,,131.5287,-11.0064,6.25,STAR K5III,1.61,,,,1.9,K
2714,HR3481,50    Cnc,131.7333,12.11,5.87,STAR A1V,0.11,,,,0.05,A
2715,HR3482,11Eps Hya,131.6942,6.4189,3.38,STAR G5III,0.68,,0.39,,0.36,G
2716,HR3483,,131.4554,-25.3875,6.1,STAR A2V,0.08,,,,,A
2717,HR3484,12    Hya,131.5938,-13.5478,4.32,STAR G8III,0.9,,0.46,,0.62,G
2718,HR3485,Del Vel,131.1758,-54.7083,1.96,STAR A1V,0.04,,0.02,,0.07,A
2719,HR3486,,131.8125,-1.8972,5.29,STAR A3V,0.04,,,,0.08,A
2720,HR3487,,131.5071,-46.0417,3.91,STAR A1III,0.0,,0.13,,-0.05,A
2721,HR3488,,131.5992,-41.1256,6.21,STAR B9V,-0.05,,,t,-0.19,B
2722,HR3489,,131.2721,-58.725,6.21,STAR B7III,-0.09,,,,-0.47,B
2723,HR349,82    Psc,17.7783,31.4247,5.16,STAR F0V,0.23,,,,,F
2724,HR3490,,131.705,-34.6228,6.37,STAR B4V,-0.13,,,,-0.58,B
2725,HR3491,,130.9763,-68.2117,6.32,STAR K3III,1.5,,,,1.78,K
2726,HR3492,13Rho Hya,132.1083,5.8378,4.36,STAR A0V,-0.04,,-0.07,,-0.04,A
2727,HR3493,,132.0204,-6.5586,6.09,STAR K0,1.28,,,,1.42,K
2728,HR3494,,131.6275,-45.9128,5.46,STAR B3I,0.27,,,,-0.53,B
2729,HR3495,,131.125,-65.8256,6.05,STAR A4V,0.2,,,,0.08,A
2730,HR3496,,131.8288,-46.1556,5.75,STAR F2I,0.56,,,,0.38,F
2731,HR3497,,131.9187,-41.7372,6.36,STAR G0I,0.58,,,,0.1,F
2732,HR3498,,131.6771,-56.7697,4.49,STAR B3V,-0.17,,-0.18,v,-0.73,B
2733,HR3499,,132.6342,33.2853,6.25,STAR F7V,0.49,,,,0.01,F
2734,HR35,The Scl,2.9333,-35.1331,5.25,STAR F4V,0.44,,,,,F
2735,HR350,,17.5308,-57.6944,6.41,STAR G6II,0.89,,,,,G
2736,HR3500,14    Hya,132.3404,-3.4431,5.31,STAR B9,-0.09,,,,-0.35,B
2737,HR3501,,132.0367,-42.4639,6.43,STAR B2IV,-0.2,,,,-0.77,B
2738,HR3502,Eta Cha,130.3313,-78.9633,5.47,STAR B8V,-0.1,,,,-0.35,B
2739,HR3503,,132.0008,-52.8506,6.3,STAR B8V,-0.1,,,,-0.32,B
2740,HR3504,,132.6879,18.8322,6.16,STAR A2V,-0.01,,,,0.0,A
2741,HR3505,5    UMa,133.3442,61.9622,5.73,STAR F2III,0.28,,,,0.11,F
2742,HR3506,,133.2746,59.0561,6.25,STAR F5IV,,,,,,F
2743,HR3507,,132.4371,-21.0486,6.47,STAR A7V,0.23,,,,,A
2744,HR3508,35    Lyn,132.9867,43.7267,5.15,STAR K0III,0.98,,0.5,,0.68,K
2745,HR3509,,133.0483,45.3125,5.99,STAR K0III,1.26,,,,1.33,K
2746,HR351,84Chi Psc,17.8633,21.0347,4.66,STAR G8III,1.03,,0.54,,0.82,G
2747,HR3510,54    Cnc,132.7563,15.3506,6.38,STAR G1V,0.64,,,,,G
2748,HR3511,,133.0417,42.0025,5.99,STAR K0III,1.25,,,,,K
2749,HR3512,,132.4646,-32.7806,5.21,STAR G5III,0.87,,,,,G
2750,HR3513,,132.5092,-29.4631,5.87,STAR G8III,0.95,,,,,G
2751,HR3514,,132.4133,-40.3206,5.48,STAR A2IV,0.06,,,,0.13,A
2752,HR3516,,132.59,-28.6181,6.17,STAR B9V,-0.08,,,,-0.19,B
2753,HR3517,,132.4683,-39.1417,6.39,STAR A5III,0.23,,,,,A
2754,HR3518,Gam Pyx,132.6329,-27.71,4.01,STAR K3III,1.27,,0.67,,1.4,K
2755,HR3519,51Sig1Cnc,133.1442,32.4742,5.66,STAR A8V,0.22,,0.08,,0.07,A
2756,HR352,83Tau Psc,17.915,30.0897,4.51,STAR K0III,1.09,,0.58,,1.01,K
2757,HR3520,,132.4487,-45.3081,4.93,STAR A2III,0.05,,,,0.15,A
2758,HR3521,53    Cnc,133.1192,28.2592,6.23,STAR M3III,1.62,,,,,M
2759,HR3522,55Rho1Cnc,133.1492,28.3308,5.95,STAR G8V,0.87,,0.4,,0.63,K
2760,HR3523,15    Hya,132.8938,-7.1772,5.54,STAR A4,0.15,,,,0.14,A
2761,HR3524,,130.8017,-79.0697,6.05,STAR A5V,0.23,,,,0.08,A
2762,HR3525,,132.5875,-42.09,6.0,STAR B1III,-0.1,,,,-0.95,O
2763,HR3526,,133.1008,5.34,6.33,STAR A5V,0.12,,,,0.14,A
2764,HR3527,,132.6396,-46.5292,5.1,STAR B0III,-0.21,,-0.16,,-0.99,B
2765,HR3528,,133.4821,35.5383,6.14,STAR A4III,0.04,,,,0.11,A
2766,HR3529,,133.1279,-13.2336,6.13,STAR K0,1.14,,,,1.14,K
2767,HR353,34    Cet,17.9312,-2.2511,5.94,STAR K4III,1.4,,,,1.68,K
2768,HR3530,,132.8663,-42.5044,6.55,STAR A1V,0.04,,,,0.08,A
2769,HR3531,6    UMa,134.1562,64.6039,5.58,STAR G7III,0.86,,,,0.57,G
2770,HR3532,57    Cnc,133.5612,30.5794,5.39,STAR G7III,1.05,,,,,G
2771,HR3533,,133.1087,-32.5092,6.5,STAR K2III,1.46,,,,,K
2772,HR3534,,133.1608,-36.5456,6.42,STAR G8III,0.56,,,,,G
2773,HR3535,,133.2,-38.7242,5.82,STAR M0III,1.5,,,,1.89,K
2774,HR3536,,132.9025,-57.6336,5.59,STAR B8III,-0.11,,,,-0.41,B
2775,HR3537,,132.645,-66.7931,5.35,STAR F5IV,0.42,,,,0.07,F
2776,HR3538,,133.5746,-5.4344,6.0,STAR G2V,0.67,E,0.21,,0.22,G
2777,HR3539,,133.1608,-48.3592,5.91,STAR B3V,-0.15,,-0.16,,-0.59,B
2778,HR354,,18.2913,61.7058,6.41,STAR B9V,0.01,,,,-0.27,B
2779,HR3540,58Rho2Cnc,133.9154,27.9275,5.22,STAR G8II,1.0,,0.49,,0.75,G
2780,HR3542,,133.17,-52.1292,6.39,STAR A0V,0.0,,,,-0.13,A
2781,HR3543,,131.48,-79.5044,5.79,STAR K5III,1.6,,,,1.97,K
2782,HR3544,,132.4596,-72.5508,6.11,STAR A0,0.2,,,,0.17,A
2783,HR3545,,134.2083,45.6319,5.74,STAR K1IV,1.09,,0.56,,1.06,K
2784,HR3546,,134.1271,40.2017,5.89,STAR F3III,0.35,,,,0.06,F
2785,HR3547,16Zet Hya,133.8483,5.9456,3.11,STAR G9II,1.0,,0.49,,0.8,G
2786,HR3548,,133.4612,-40.4475,6.47,STAR K0II,0.96,,,,,K
2787,HR3549,,133.2658,-56.6494,6.03,STAR A0V,-0.02,,,,-0.08,A
2788,HR355,,18.1417,45.3378,6.11,STAR M1III,1.64,,,,2.03,M
2789,HR3550,60    Cnc,133.9817,11.6261,5.41,STAR,1.46,,,,,K
2790,HR3551,,133.4612,-47.5208,5.33,STAR A9IV,0.26,,,,,A
2791,HR3554,,133.8017,-18.2414,5.75,STAR K2III,1.32,,,,,K
2792,HR3555,59Sig2Cnc,134.2358,32.9103,5.45,STAR A7IV,0.12,,,,0.12,A
2793,HR3556,Del Pyx,133.8813,-27.6819,4.89,STAR A3IV,0.11,,0.05,,0.14,A
2794,HR3557,,134.1537,4.2367,6.14,STAR G8II,1.0,,,,0.75,G
2795,HR3558,,134.2842,17.1439,6.17,STAR K1III,1.0,,,,,K
2796,HR3559,,133.9829,-23.8183,6.39,STAR A7V,0.16,,,,0.12,A
2797,HR356,,18.2479,30.0642,6.19,STAR G9III,1.0,,,,0.75,G
2798,HR3560,,133.4529,-60.3542,5.78,STAR B5III,-0.08,,,,-0.55,B
2799,HR3561,62Omi1Cnc,134.3121,15.3228,5.2,STAR A5III,0.15,,,,,A
2800,HR3562,,133.8304,-45.0417,6.26,STAR B3IV,-0.16,,,,-0.63,B
2801,HR3563,61    Cnc,134.4946,30.2336,6.29,STAR F6V,0.43,,,,-0.02,F
2802,HR3564,,134.1421,-16.7094,5.96,STAR K0,1.54,,,,,K
2803,HR3565,63Omi2Cnc,134.3967,15.5814,5.67,STAR F0IV,0.2,,,,,F
2804,HR3566,,134.6146,35.8025,6.51,STAR A2V,-0.01,,,,0.01,A
2805,HR3567,,134.425,9.3878,6.19,STAR G8III,0.98,,,,0.76,G
2806,HR3568,,133.725,-58.24,6.38,STAR B5V,-0.11,,,,-0.49,B
2807,HR3569,9Iot UMa,134.8017,48.0417,3.14,STAR A7IV,0.19,,0.07,,0.07,A
2808,HR357,,19.1279,79.91,6.26,STAR F5V,0.42,,,,-0.07,F
2809,HR3570,,133.7996,-54.9656,5.71,STAR F6V,0.48,,,,0.0,F
2810,HR3571,,133.7617,-60.6447,3.84,STAR B8II,-0.1,,-0.11,,-0.45,B
2811,HR3573,,134.5342,1.5417,6.59,STAR A2V,0.06,,,,0.09,A
2812,HR3574,,134.0808,-52.7236,4.69,STAR B5V,-0.12,,-0.14,,-0.47,B
2813,HR3575,64Sig3Cnc,134.8858,32.4186,5.2,STAR G8III,0.93,,,,,G
2814,HR3576,8Rho UMa,135.6362,67.6297,4.76,STAR M3III,1.53,,1.26,,1.88,M
2815,HR3577,,134.795,18.1347,6.38,STAR M4III,1.55,,,v,1.69,M
2816,HR3578,,134.6829,-16.1328,5.86,STAR F6V,0.53,E,0.23,,0.08,G
2817,HR3579,,135.16,41.7828,3.97,STAR F5V,0.44,,0.22,,0.05,F
2818,HR358,,18.0975,-30.8022,6.52,STAR F7IV,0.48,,,,0.03,F
2819,HR3580,,135.1283,37.6044,6.44,STAR K5,,,,,,K
2820,HR3581,,138.8383,84.1811,6.33,STAR F2III,0.3,,,,0.1,F
2821,HR3582,,134.2433,-59.2294,4.92,STAR B2IV,-0.19,,-0.24,,-0.77,B
2822,HR3583,,134.4825,-48.5733,5.87,STAR G8II,1.07,,,,0.88,G
2823,HR3584,,134.9162,-19.2081,6.18,STAR F6V,0.46,,,,,F
2824,HR3585,,134.8154,-28.8061,6.25,STAR G8III,1.0,,,,,G
2825,HR3586,,135.4192,39.7133,6.36,STAR A9V,0.3,,,,0.04,A
2826,HR3587,66    Cnc,135.3504,32.2525,5.82,STAR A2V,0.0,,,,0.09,A
2827,HR3588,,134.7179,-47.2347,5.18,STAR A0,0.25,,,,0.19,A
2828,HR3589,67    Cnc,135.4538,27.9028,6.07,STAR A8V,,,,,,A
2829,HR359,,18.1892,-37.8564,5.92,STAR F0III,0.28,,,,0.12,A
2830,HR3590,,135.3808,5.6408,6.07,STAR K1II,1.11,,,,1.02,K
2831,HR3591,,135.0225,-41.2539,4.45,STAR G8III,0.65,,0.41,,0.38,G
2832,HR3592,,136.0017,54.2839,5.75,STAR A2V,0.02,,,,0.05,A
2833,HR3593,,135.0925,-43.1733,6.07,STAR B2V,-0.16,,-0.12,t,-0.82,B
2834,HR3594,12Kap UMa,135.9062,47.1567,3.6,STAR A1V,0.0,,0.01,,0.01,A
2835,HR3595,69Nu  Cnc,135.6846,24.4528,5.45,STAR A0,-0.04,,-0.04,v,-0.1,A
2836,HR3596,,135.4917,-0.4828,5.67,STAR K0III,1.15,,,,1.04,K
2837,HR3597,,135.2975,-26.6639,6.2,STAR K1III,1.13,,,,,K
2838,HR3598,,134.8504,-59.0836,5.16,STAR F3V,0.42,,,,,F
2839,HR3599,,135.6867,7.2981,5.85,STAR,1.11,,,,0.98,K
2840,HR36,,2.9962,48.1525,6.16,STAR,1.45,,,,,K
2841,HR360,85Phi Psc,18.4371,24.5836,4.65,STAR K0III,1.04,,0.53,,0.85,K
2842,HR3600,,135.3367,-41.8644,5.55,STAR B5V,-0.14,,,,-0.58,B
2843,HR3601,70    Cnc,136.0412,27.8983,6.38,STAR A1V,0.0,,,,0.05,A
2844,HR3602,,135.5267,-39.4025,6.27,STAR K1III,1.0,,,,,K
2845,HR3603,,136.3504,48.5303,5.95,STAR F6II,0.45,,,,0.17,F
2846,HR3604,,135.1904,-60.9639,5.79,STAR G8II,1.21,,,,,G
2847,HR3605,,135.4358,-52.1883,5.23,STAR B9,-0.12,,,,-0.45,A
2848,HR3606,,136.23,32.3769,6.46,STAR A8V,0.24,,,,0.1,A
2849,HR3607,,135.7867,-25.5044,6.74,STAR B8,-0.03,,,,,B
2850,HR3608,,136.6796,59.3444,6.45,STAR A2V,0.04,,,,0.13,A
2851,HR3609,11Sig1UMa,137.0983,66.8733,5.14,STAR K5III,1.51,,0.83,,1.83,K
2852,HR361,86Zet Psc,18.4329,7.5753,5.24,STAR A7IV,0.32,,,,0.09,A
2853,HR3610,,135.2854,-68.6839,5.88,STAR M1III,1.63,,,,1.97,M
2854,HR3611,,135.7717,-53.5497,6.4,STAR B6V,-0.09,,,,-0.35,B
2855,HR3612,,136.6325,38.4522,4.56,STAR G7I,1.04,,0.49,,0.82,G
2856,HR3613,18Ome Hya,136.4933,5.0922,4.97,STAR K2II,1.22,,0.57,,1.21,K
2857,HR3614,,136.0388,-47.0978,3.75,STAR K2III,1.2,,0.6,,1.22,K
2858,HR3616,13Sig2UMa,137.5967,67.1347,4.8,STAR F6IV,0.49,,0.28,,0.02,F
2859,HR3617,,136.8621,22.9811,6.4,STAR F4V,,,,,,F
2860,HR3618,,136.7496,1.4628,6.17,STAR M1III,1.65,E,0.97,,1.96,M
2861,HR362,86Zet Psc,18.4387,7.5783,6.3,STAR F7V,0.49,,,,0.01,F
2862,HR3620,,137.0171,32.5406,6.5,STAR F2V,0.36,,,,0.0,F
2863,HR3621,72Tau Cnc,137.0004,29.6542,5.43,STAR G8III,0.89,,0.45,,0.57,G
2864,HR3622,,136.2,-57.8525,6.44,STAR A8III,0.25,,,,0.19,A
2865,HR3623,76Kap Cnc,136.9367,10.6681,5.24,STAR B8III,-0.11,,,,-0.43,B
2866,HR3624,14Tau UMa,137.7296,63.5136,4.67,STAR F3III,0.35,,0.13,,0.15,F
2867,HR3625,,137.2129,33.8822,5.93,STAR F9V,0.6,,,,0.04,G
2868,HR3626,75    Cnc,137.1971,26.6292,5.98,STAR G5IV,0.66,,,,0.2,G
2869,HR3627,77Xi  Cnc,137.3396,22.0456,5.14,STAR G9III,0.97,,0.48,,0.8,G
2870,HR3628,Kap Pyx,137.0121,-25.8583,4.58,STAR K4III,1.59,,0.9,,1.89,K
2871,HR3629,,136.6417,-55.8033,6.11,STAR B2IV,-0.15,,,,-0.67,B
2872,HR3630,19    Hya,137.1758,-8.5894,5.6,STAR B9III,-0.06,,,,-0.19,B
2873,HR3631,,136.8112,-51.2119,6.73,STAR K4III,1.62,,,,1.87,K
2874,HR3632,,136.5317,-64.4997,6.37,STAR K3III,1.35,,,,1.58,K
2875,HR3633,,138.5133,71.6558,6.55,STAR G8III,0.96,,,,0.75,G
2876,HR3634,Lam Vel,136.9992,-43.4325,2.21,STAR K4I,1.66,,0.94,e,1.81,K
2877,HR3635,,137.4433,11.5644,6.48,STAR F2V,0.34,,,,-0.1,F
2878,HR3636,,137.2979,-12.3578,5.77,STAR G6III,0.94,,,,,G
2879,HR3637,,137.1812,-26.7678,6.15,STAR A4IV,0.17,,,,,A
2880,HR3638,,137.2679,-18.3286,5.73,STAR A2V,0.0,,,,0.01,A
2881,HR3639,,137.6613,30.9631,5.95,STAR M6III,1.67,,2.33,,1.03,M
2882,HR364,87    Psc,18.5317,16.1336,5.98,STAR B8III,-0.08,,,,-0.41,B
2883,HR3640,79    Cnc,137.5871,21.9964,6.01,STAR G5III,0.9,,,,,G
2884,HR3641,20    Hya,137.3979,-8.7878,5.46,STAR G8II,1.01,,,,0.78,K
2885,HR3642,,136.4096,-70.5389,4.71,STAR B2IV,-0.15,,-0.14,,-0.81,B
2886,HR3643,,136.2867,-72.6028,4.48,STAR F9II,0.61,,0.31,,0.22,F
2887,HR3644,Eps Pyx,137.485,-30.3653,5.59,STAR A4IV,0.19,,0.07,,0.16,A
2888,HR3645,,138.9692,72.9461,5.96,STAR F0III,0.18,,,,0.13,F
2889,HR3646,,137.5958,-23.1767,6.53,STAR A1V,0.0,,,,,A
2890,HR3647,,137.4379,-49.4247,6.48,STAR A9V,0.17,,,,,A
2891,HR3648,16    UMa,138.5858,61.4233,5.13,STAR F9V,0.58,,,,0.1,G
2892,HR3649,,137.9817,5.4683,6.35,STAR A9IV,0.32,,,,0.01,A
2893,HR365,,19.0504,71.7439,7.83,STAR K1V,0.78,,,,0.35,K
2894,HR3650,81Pi 1Cnc,138.0733,14.9961,6.51,STAR G9V,0.73,,0.38,,0.25,G
2895,HR3651,,138.0538,3.8672,6.14,STAR A0V,-0.01,,,,0.01,A
2896,HR3653,,137.9946,-19.7478,5.73,STAR G9III,0.98,,,,,G
2897,HR3654,,137.7683,-44.8681,5.0,STAR B5I,0.23,,0.22,,-0.57,B
2898,HR3655,21    Hya,138.1083,-7.1097,6.11,STAR A3III,0.22,,0.12,,0.12,A
2899,HR3656,,137.9208,-39.2589,6.0,STAR B6V,-0.11,,,,,B
2900,HR3657,,138.4054,21.2833,6.48,STAR A2V,0.02,,,,0.06,A
2901,HR3658,,137.8883,-46.5839,5.79,STAR B2III,-0.21,C,-0.12,,-0.84,B
2902,HR3659,,137.7417,-58.9669,3.44,STAR B2IV,-0.19,,-0.19,e,-0.7,B
2903,HR366,37    Cet,18.6,-7.9231,5.13,STAR F5V,0.46,,,,-0.05,F
2904,HR3660,17    UMa,138.9579,56.7414,5.27,STAR K5III,1.56,,0.88,,1.87,K
2905,HR3661,,138.1275,-43.6136,5.57,STAR B8V,-0.11,C,-0.06,,-0.47,B
2906,HR3662,18    UMa,139.0471,54.0219,4.83,STAR A5V,0.19,,0.09,,0.08,A
2907,HR3663,,137.8192,-62.3172,3.97,STAR B3III,-0.18,,-0.18,v,-0.67,B
2908,HR3664,,138.8096,34.6336,5.97,STAR G6III,0.86,,0.47,,0.37,G
2909,HR3665,22The Hya,138.5912,2.3142,3.88,STAR B9V,-0.06,,-0.05,,-0.12,B
2910,HR3666,,139.9825,74.0164,6.5,STAR G8III,,,,,,G
2911,HR3667,,138.3579,-38.6164,6.31,STAR A0V,0.0,,,,0.01,A
2912,HR3668,,138.3275,-42.2736,6.29,STAR K2III,1.25,,,,,K
2913,HR3669,82Pi 2Cnc,138.8075,14.9414,5.34,STAR K1III,1.32,,,,1.33,K
2914,HR367,88    Psc,18.6767,6.9953,6.03,STAR,1.08,,,,1.02,G
2915,HR3670,,138.3938,-47.3386,5.92,STAR B9V,-0.05,C,-0.01,v,-0.1,B
2916,HR3672,,138.5342,-44.1458,5.85,STAR B5IV,-0.12,C,-0.06,,-0.5,B
2917,HR3673,,138.2317,-59.4144,5.54,STAR G6II,0.85,,,,,G
2918,HR3674,,138.6021,-43.2275,5.25,STAR B4V,-0.14,C,-0.07,,-0.56,B
2919,HR3675,,138.8537,-15.0247,6.35,STAR A0V,0.02,,,,0.0,A
2920,HR3676,,139.38,46.8172,5.97,STAR A1V,0.04,,,,0.05,A
2921,HR3677,,138.7383,-37.6025,5.86,STAR G0V,0.83,,,,,K
2922,HR3678,Zet Oct,134.1712,-85.6631,5.42,STAR A8IV,0.31,,,,0.07,A
2923,HR3679,,138.575,-55.5697,5.27,STAR G8II,0.99,,,,,G
2924,HR368,38    Cet,18.705,-0.9739,5.7,STAR F5V,0.42,,,,-0.02,F
2925,HR3680,,138.8108,-45.5556,6.25,STAR B8V,-0.08,C,-0.02,,-0.26,B
2926,HR3681,23    Hya,139.1738,-6.3531,5.24,STAR K2III,1.17,,,,1.22,K
2927,HR3682,,138.9029,-38.57,4.94,STAR K0III,1.11,,0.57,,1.06,K
2928,HR3683,24    Hya,139.1721,-8.7447,5.47,STAR B9III,-0.09,,,,-0.3,B
2929,HR3684,,138.9379,-37.4133,4.62,STAR F5III,0.45,,0.28,,0.1,F
2930,HR3685,Bet Car,138.3,-69.7172,1.68,STAR A2IV,0.0,,0.02,v,0.03,A
2931,HR3686,,139.6083,35.3642,5.75,STAR A8V,,,,,,A
2932,HR3687,,139.2812,-14.5736,5.84,STAR,1.06,,,,0.9,K
2933,HR3688,,139.0175,-44.8986,6.04,STAR A1I,0.28,C,0.22,,-0.13,A
2934,HR3689,,139.4642,11.5011,6.41,STAR A2IV,0.07,,,,0.11,A
2935,HR369,,19.1021,48.0822,6.61,STAR B9III,-0.05,,,,-0.34,B
2936,HR3690,38    Lyn,139.7112,36.8025,3.82,STAR A3V,0.06,,0.03,,0.06,A
2937,HR3691,,138.8229,-58.3886,6.02,STAR B7IV,-0.1,,-0.11,,-0.43,B
2938,HR3692,,139.0963,-44.2658,5.12,STAR K3I,1.67,C,0.79,,1.94,K
2939,HR3693,,138.8958,-57.5781,6.32,STAR G8II,1.04,,,,,G
2940,HR3694,,139.2383,-39.4014,5.33,STAR K5III,1.17,,,,,K
2941,HR3695,,138.0513,-76.6631,6.14,STAR K1III,1.09,,,,0.99,K
2942,HR3696,,139.0508,-57.5414,4.34,STAR M1III,1.63,,1.03,,1.98,M
2943,HR3697,,140.1825,51.2661,6.13,STAR F3V,0.42,,,,-0.11,F
