name,spectral_type
HR  6042, B6IV"
HR  6043, K2III"
HR  6044, K0III"
HR  6045, B8V"
HR  6046, K3III"
HR  6047, K5III"
HR  6048, K3III"
HR  6049, K2III"
HR   605, F8V"
HR  6050, K4III"
HR  6051, B9V"
HR  6052, F3V"
HR  6053, K1III"
HR  6054, B8V"
HR  6055, M2III"
HR  6056, M0.5III"
HR  6057, K2III"
HR  6058, F9Ia"
HR  6059, A7/9IV"
HR   606, A3III"
HR  6060, G2Va"
HR  6061, A0III"
HR  6062, F8/G0Ib"
HR  6063, F6V+G0V"
HR  6064, G1V"
HR  6065, K3III"
HR  6066, B9V"
HR  6067, F0IV"
HR  6068, K2"
HR  6069, G8III"
HR   607, A3IV"
HR  6070, A1Va"
HR  6071, A3V"
HR  6072, K0III"
HR  6073, K0III"
HR  6074, A3V"
HR  6075, G9.5IIIbFe-0.5"
HR  6076, K0III"
HR  6077, F5IV"
HR  6078, K3IIICNVp"
HR  6079, B8V"
HR   608, K0II/III"
HR  6080, B9V"
HR  6081, A5II"
HR  6082, K2IV"
HR  6083, B3V"
HR  6084, B1III+B1:V"
HR  6085, G3II"
HR  6086, M4III"
HR  6087, G8III"
HR  6088, A3V"
HR  6089, A1V"
HR   609, K4III"
HR  6090, K6III"
HR  6091, F4V"
HR  6092, B5IV"
HR  6093, A9Ib/II"
HR  6094, G5V"
HR  6095, A9IIIbn"
HR  6096, B9V"
HR  6097, B9.5V(n)+A1V(n)"
HR  6098, F9V"
HR  6099, A2/3V"
HR    61, B6III/IV"
HR   610, G5IIIb+F5:IV"
HR  6100, B8V"
HR  6101, K2"
HR  6102, G8III"
HR  6103, G9IIIFe-0.5"
HR  6104, K0-II-III"
HR  6105, G0V"
HR  6106, F9IV"
HR  6107, M2III"
HR  6108, K5III"
HR  6109, F0IV"
HR   611, M1IIICa1"
HR  6110, A4Vn"
HR  6111, A1III"
HR  6112, B1V"
HR  6113, B2V"
HR  6114, B9II/III"
HR  6115, B2V"
HR  6116, F5V"
HR  6117, A2VpCrSr"
HR  6118, B2Vne"
HR  6119, M6.5-8+e"
HR   612, B9.5IIIspSi"
HR  6120, G8Ib"
HR  6121, G8III"
HR  6122, K1+IIICN0.5"
HR  6123, A5V"
HR  6124, G8III"
HR  6125, K1IIb"
HR  6126, K2III"
HR  6127, A2pSi"
HR  6128, M3-III"
HR  6129, kA2hA5VmA5"
HR   613, A2m"
HR  6130, G8III"
HR  6131, B2Iab"
HR  6132, G8-IIIab"
HR  6133, G5III"
HR  6134, M1.5Iab+B2Vn"
HR  6135, K0.5IIbCN1"
HR  6136, K3V"
HR  6137, F3V"
HR  6138, K4III"
HR  6139, A1/2IV/V"
HR   614, M2III:"
HR  6140, G5III/IV"
HR  6141, B3V"
HR  6142, B1Iaeqp"
HR  6143, B2III-IV"
HR  6144, A7Ib"
HR  6145, K1III"
HR  6146, M6-III"
HR  6147, G8+IIIa"
HR  6148, G7IIIaFe-0.5"
HR  6149, A1IV"
HR   615, B9IV-Vn"
HR  6150, G9III"
HR  6151, G8/K0III"
HR  6152, G8.5IIICN-2CH-1Fe-1"
HR  6153, ApSrEuCr"
HR  6154, K5III"
HR  6155, O9.7Iab"
HR  6156, A1V"
HR  6157, K5"
HR  6158, B9.5III"
HR  6159, K4.5III"
HR   616, G8III"
HR  6160, K2/3III"
HR  6161, B9.5IV"
HR  6162, A2Vn_lB"
HR  6163, K0III"
HR  6164, O8.5Iab(f)p"
HR  6165, B0.2V"
HR  6166, K5III"
HR  6167, B7Vn"
HR  6168, B9V"
HR  6169, A2V"
HR   617, K2-IIIbCa-1"
HR  6170, A2V"
HR  6171, K1V"
HR  6172, B7V"
HR  6173, F0V"
HR  6174, B2V"
HR  6175, O9.2IVnn"
HR  6176, A2VpSiSrCr"
HR  6177, F6V"
HR  6178, B9/A0V+B"
HR  6179, ApSrCrEu"
HR   618, A1Ia"
HR  6180, K2III"
HR  6181, F5IV-V"
HR  6182, A0Vn"
HR  6183, G8II"
HR  6184, B9.5V+DA:"
HR  6185, B9V"
HR  6186, A1Vnn"
HR  6187, O3.5-4III(f*)+O6IV"
HR  6188, B1Iab/Ib"
HR  6189, F6V"
HR   619, G8III-IV"
HR  6190, K0III"
HR  6191, K1III"
HR  6192, G0/2II"
HR  6193, A7III"
HR  6194, B9V"
HR  6195, B9V"
HR  6196, G7.5II-IIICN1Ba0.5"
HR  6197, F6II"
HR  6198, K5"
HR  6199, K1III"
HR    62, B8III"
HR   620, A5IV-V"
HR  6200, M2.5III"
HR  6201, A5/7III"
HR  6202, F3V"
HR  6203, A3Vn"
HR  6204, ApSi"
HR  6205, F2V"
HR  6206, A4V"
HR  6207, G8III"
HR  6208, K2"
HR  6209, B6/7V"
HR   621, G8III"
HR  6210, B9II/III"
HR  6211, B8V"
HR  6212, G0IV"
HR  6213, F3V:+F3V:"
HR  6214, B3V"
HR  6215, B2III/IV"
HR  6216, A2V"
HR  6217, K2III_Ba1"
HR  6218, A3IV"
HR  6219, B0Ib"
HR   622, A5III"
HR  6220, G7IIIFe-1"
HR  6221, K0III"
HR  6222, F2.5III-IV"
HR  6223, K0IIICN-0.5CH-2Ca1"
HR  6224, B9IV/V"
HR  6225, K0II"
HR  6226, A2VpSr"
HR  6227, M3IIIab"
HR  6228, K5III"
HR  6229, K5III"
HR   623, F2III"
HR  6230, K4III"
HR  6231, K2III"
HR  6232, A1IV"
HR  6233, B8II/III"
HR  6234, A1VpSi"
HR  6235, A0IV/V"
HR  6236, F0IV/V"
HR  6237, F2V"
HR  6238, G9III"
HR  6239, G5III"
HR   624, F5V"
HR  6240, A3V"
HR  6241, K1III"
HR  6242, M4.5III"
HR  6243, F7V"
HR  6244, B8II-III"
HR  6245, O8Iaf"
HR  6246, A1V"
HR  6247, B1V+B"
HR  6248, F3V"
HR  6249, WN7h"
HR   625, M1III"
HR  6250, A3m"
HR  6251, M1III"
HR  6252, B2IV"
HR  6253, A0III"
HR  6254, A1VpSiSrCr"
HR  6255, A0V"
HR  6256, K0IV"
HR  6257, M3II/III"
HR  6258, M1III"
HR  6259, K0III"
HR   626, G8III"
HR  6260, B0.5Ia"
HR  6261, B0.5Ia"
HR  6262, B1.5Ia+"
HR  6263, OC9Iab"
HR  6264, K3III:"
HR  6265, WC7+O5-8"
HR  6266, F3II"
HR  6267, F4V"
HR  6268, B9.5pSiCr"
HR  6269, G2IV-V"
HR   627, B5Ia"
HR  6270, K0.5IIIaCa0.5"
HR  6271, K3III"
HR  6272, O8Iape"
HR  6273, A5III(m)"
HR  6274, B3Vnpe"
HR  6275, B9V"
HR  6276, ApSi"
HR  6277, A5/7V"
HR  6278, A1IV"
HR  6279, F0V"
HR   628, B9V"
HR  6280, K1IICNIII"
HR  6281, B8V"
HR  6282, K5III"
HR  6283, B2Iab/b"
HR  6284, K0/1III/IV"
HR  6285, K3III"
HR  6286, K2III"
HR  6287, G8III"
HR  6288, K5III"
HR  6289, B9V"
HR   629, A1Vn"
HR  6290, F1V"
HR  6291, A0V"
HR  6292, G5III"
HR  6293, K4III"
HR  6294, B7.5V"
HR  6295, K3III"
HR  6296, K0III"
HR  6297, A5IV/V"
HR  6298, A3III"
HR  6299, K2III"
HR    63, A2V"
HR   630, F0IV/V"
HR  6300, G8/K0III+G"
HR  6301, K0V"
HR  6302, F3IV/V"
HR  6303, K4III"
HR  6304, B2IVne"
HR  6305, G5III:"
HR  6306, M2III"
HR  6307, K0III"
HR  6308, M1/2III"
HR  6309, ~"
HR   631, M3-IIIab"
HR  6310, F3V"
HR  6311, K2IIICNII"
HR  6312, A9III"
HR  6313, K3III"
HR  6314, F5VFe+0.5"
HR  6315, F8V"
HR  6316, B8V"
HR  6317, A7V"
HR  6318, K4III"
HR  6319, F2.2V"
HR   632, K1III"
HR  6320, B4IV"
HR  6321, K1III"
HR  6322, G5III"
HR  6323, A2/3V"
HR  6324, A0V"
HR  6325, K3III"
HR  6326, A0VpSiSrCrEu"
HR  6327, F3V"
HR  6328, F5V"
HR  6329, A4V"
HR   633, K4III"
HR  6330, K1III:"
HR  6331, A2V"
HR  6332, A3IV"
HR  6333, G7III:"
HR  6334, B2Iab"
HR  6335, F0V"
HR  6336, K0"
HR  6337, M3-III"
HR  6338, F1VkA3mA3_lB?"
HR  6339, G5IV:"
HR   634, A1m"
HR  6340, B7IV/V"
HR  6341, A1V"
HR  6342, K1III"
HR  6343, K4III"
HR  6344, A2IV"
HR  6345, M2/3"
HR  6346, M4III"
HR  6347, O9.5Iab"
HR  6348, K1III"
HR  6349, F8.5IV-V"
HR   635, G0IV"
HR  6350, A1mA2-A5/7"
HR  6351, A6V"
HR  6352, B9V"
HR  6353, B1V"
HR  6354, B8/9II"
HR  6355, A3V"
HR  6356, B8IV"
HR  6357, K1IVCNIII"
HR  6358, K5III"
HR  6359, G8III-IV"
HR   636, G8III"
HR  6360, G5V"
HR  6361, A5V"
HR  6362, A3IV"
HR  6363, K1III"
HR  6364, K3III"
HR  6365, K0III"
HR  6366, Fm_dD"
HR  6367, A1V"
HR  6368, K0/1III"
HR  6369, F6V"
HR   637, K1.5V"
HR  6370, F6V"
HR  6371, G8/K0III+G"
HR  6372, G8IV(+A)"
HR  6373, A0V"
HR  6374, M1/2III"
HR  6375, F5IV/V"
HR  6376, A2IV"
HR  6377, kA5hF0VmF2"
HR  6378, A2IV-V"
HR  6379, F2IVnn"
HR   638, F3V"
HR  6380, F5IV"
HR  6381, A0/1V"
HR  6382, K0.5IIICN0.5"
HR  6383, A1V"
HR  6384, M1/2II/III+A"
HR  6385, A1m"
HR  6386, A0V"
HR  6387, B9V(n)"
HR  6388, K3III"
HR  6389, B1Ib"
HR   639, K0III"
HR  6390, K0III"
HR  6391, A8V"
HR  6392, K0Ia-0"
HR  6393, M2III"
HR  6394, F6V"
HR  6395, B9III"
HR  6396, B6III"
HR  6397, O7.5V((f))z(e)"
HR  6398, G0V"
HR  6399, A5III"
HR    64, F5V"
HR   640, F9II+A2Vn"
HR  6400, G0IV"
HR  6401, K1V"
HR  6402, K2V"
HR  6403, B9/9.5V"
HR  6404, K1III"
HR  6405, F5.5V"
HR  6406, M5Ib-II"
HR  6407, G5III+F2V:"
HR  6408, K2IIIaCN1Ca1Ba0.5"
HR  6409, F6V"
HR   641, A2Iab"
HR  6410, A1IVn"
HR  6411, B8/9V(n)"
HR  6412, A1IV"
HR  6413, K0III"
HR  6414, B3V"
HR  6415, K2III"
HR  6416, G9V"
HR  6417, K2-III"
HR  6418, K3II"
HR  6419, K2III"
HR   642, G0III+G5III"
HR  6420, B9V"
HR  6421, A7V"
HR  6422, B6Vne"
HR  6423, F3IV/V"
HR  6424, G8III"
HR  6425, F6IV-V"
HR  6426, K3V+K5V"
HR  6427, B9.5III"
HR  6428, M2-IIICa1"
HR  6429, M3III"
HR   643, K4-III:"
HR  6430, K2"
HR  6431, B2V"
HR  6432, A1V"
HR  6433, K4II-III"
HR  6434, F1IV-Vn"
HR  6435, A0V"
HR  6436, A2V"
HR  6437, K2"
HR  6438, G8Ib/II"
HR  6439, K0V"
HR   644, K0"
HR  6440, B2III"
HR  6441, G1V"
HR  6442, G8/K0III"
HR  6443, K0III"
HR  6444, G7III:"
HR  6445, F2V"
HR  6446, A0/1V"
HR  6447, B8Ib/II"
HR  6448, K1.5IIIb"
HR  6449, A9/F0IV"
HR   645, G8.5IIIbFe-2"
HR  6450, B3Iap"
HR  6451, B1V"
HR  6452, M2III"
HR  6453, OB"
HR  6454, F9V:"
HR  6455, A3III"
HR  6456, K1III"
HR  6457, A2V"
HR  6458, G0V"
HR  6459, K4/5III"
HR   646, F5V"
HR  6460, B5/6III"
HR  6461, K0/1Ib"
HR  6462, B1Ib"
HR  6463, M2III"
HR  6464, M0III"
HR  6465, G3V"
HR  6466, G0IVHdel-1"
HR  6467, F4V"
HR  6468, G8III"
HR  6469, F7V"
HR   647, F4V"
HR  6470, ApSiCr"
HR  6471, B7/8V"
HR  6472, K0III"
HR  6473, B9IIIe"
HR  6474, K0III"
HR  6475, B8V"
HR  6476, K1III"
HR  6477, B8V+B9V"
HR  6478, B9II"
HR  6479, K4III"
HR   648, M0III"
HR  6480, A7V"
HR  6481, A3V"
HR  6482, B9V"
HR  6483, K2III"
HR  6484, A0Vn"
HR  6485, B9.5III"
HR  6486, kA5hA9mF1III"
HR  6487, G8II/III"
HR  6488, F8IV"
HR  6489, F5V"
HR   649, G7IIIBa0.4Fe-1"
HR  6490, B9.5/A0V"
HR  6491, G5III"
HR  6492, F5III-IV"
HR  6493, F3V"
HR  6494, B9.5IV"
HR  6495, M4-5III"
HR  6496, F7V"
HR  6497, A1IVs+A2Vs+G0III"
HR  6498, K2II"
HR  6499, A5IV"
HR    65, O9.2II+O8V((f))"
HR   650, F8V"
HR  6500, B8Vn"
HR  6501, K0III"
HR  6502, B5V"
HR  6503, A1V"
HR  6504, F7V"
HR  6505, B7II/III"
HR  6506, A0V"
HR  6507, A8Vp"
HR  6508, B2IV"
HR  6509, A4V"
HR   651, K0III"
HR  6510, B2Vne"
HR  6511, A1Vn"
HR  6512, K0III"
HR  6513, F8/G0Ib"
HR  6514, A4V"
HR  6515, ~"
HR  6516, G9-IV-VHdel1"
HR  6517, K2III"
HR  6518, K0"
HR  6519, A0V"
HR   652, A0V"
HR  6520, B9Iab"
HR  6521, A1V"
HR  6522, F2IV"
HR  6523, B9III"
HR  6524, G8III+A/F"
HR  6525, B5II/III"
HR  6526, K3.5III"
HR  6527, B2IV+DA7.9"
HR  6528, G8III"
HR  6529, K5III"
HR   653, G9III-IV"
HR  6530, B9III"
HR  6531, F6IVn"
HR  6532, B9.5V"
HR  6533, A1V"
HR  6534, A5V"
HR  6535, O7V"
HR  6536, G2Ib-IIa"
HR  6537, A0V"
HR  6538, G1V"
HR  6539, A0V"
HR   654, B1Iab"
HR  6540, K2III"
HR  6541, F4V"
HR  6542, K0III"
HR  6543, M4III"
HR  6544, B9V"
HR  6545, ApSi"
HR  6546, G8/K0III/IV"
HR  6547, K0III"
HR  6548, A2V"
HR  6549, A5IV/V"
HR   655, A0V"
HR  6550, K1III:"
HR  6551, A8Vn"
HR  6552, F5IV"
HR  6553, F1III"
HR  6554, kA3hF0mF0(IV-V)"
HR  6555, kA4hF2VmF3"
HR  6556, A5IVnn"
HR  6557, G2Ib"
HR  6558, B8/9V"
HR  6559, A7IV"
HR   656, F6III-IV"
HR  6560, G7III-+Am:"
HR  6561, A9IIIpSr:"
HR  6562, F0IV"
HR  6563, G9III"
HR  6564, K5"
HR  6565, F7V"
HR  6566, G9IIIb"
HR  6567, B8II((Mn))"
HR  6568, K1III"
HR  6569, F4V"
HR   657, F6V"
HR  6570, A6IV"
HR  6571, A2Vn"
HR  6572, A0V"
HR  6573, F9V+K3V"
HR  6574, K1III"
HR  6575, K0III"
HR  6576, M3+II-III"
HR  6577, F6III"
HR  6578, M2III"
HR  6579, G5III:"
HR   658, A0V"
HR  6580, B1.5III"
HR  6581, A2Va"
HR  6582, K2II"
HR  6583, K5III"
HR  6584, M2III"
HR  6585, G3IV-V"
HR  6586, G8III"
HR  6587, M1III"
HR  6588, B3IV"
HR  6589, A1V"
HR   659, G8III"
HR  6590, G7III"
HR  6591, K0III"
HR  6592, K2IIIa"
HR  6593, F0III/IV"
HR  6594, F4Vw"
HR  6595, F5V"
HR  6596, F4V"
HR  6597, A3IVn"
HR  6598, F9IV-V"
HR  6599, K2"
HR    66, F3V"
HR   660, G0.5VFe-0.5"
HR  6600, F0V"
HR  6601, B3II/III"
HR  6602, K4III"
HR  6603, K2IIICN0.5"
HR  6604, F5III"
HR  6605, K0"
HR  6606, G9III"
HR  6607, K0III:"
HR  6608, G2IIIb"
HR  6609, A0IV"
HR   661, K3III"
HR  6610, A0IV"
HR  6611, A3m"
HR  6612, K4III"
HR  6613, B9V"
HR  6614, F0IV"
HR  6615, F2Ia"
HR  6616, F7II"
HR  6617, G6IbHdel1"
HR  6618, A2V"
HR  6619, A0Ib"
HR   662, G7.0III"
HR  6620, B9pHgMn"
HR  6621, B3Vn"
HR  6622, B2/3Vnn"
HR  6623, G5IV"
HR  6624, K0III"
HR  6625, K0"
HR  6626, K3III"
HR  6627, A1V"
HR  6628, B8Ib/II"
HR  6629, A1VnkA0mA0"
HR   663, S7-8/1e-M7Se"
HR  6630, K2III"
HR  6631, A2Ib"
HR  6632, B9.5III/IV"
HR  6633, B9/A0III"
HR  6634, K0/1III"
HR  6635, K2III"
HR  6636, F5IV-V"
HR  6637, F8V"
HR  6638, G5IV"
HR  6639, K0/1III"
HR   664, A1Vnn"
HR  6640, G6III"
HR  6641, A2Vs"
HR  6642, A1V"
HR  6643, M2III"
HR  6644, K0IIIb"
HR  6645, B9.5IV/V"
HR  6646, K3/4III"
HR  6647, B5IVp"
HR  6648, G8/K0III"
HR  6649, F9VFe-0.7CH-0.4"
HR   665, G9III"
HR  6650, K1III-IV"
HR  6651, K1III"
HR  6652, B9III"
HR  6653, F2V"
HR  6654, K1III"
HR  6655, A9V"
HR  6656, A2V"
HR  6657, B3/5III"
HR  6658, K3III"
HR  6659, K0III"
HR   666, G8.5IIIb"
HR  6660, B9/A0II/III"
HR  6661, G3Ia"
HR  6662, B9V+B9V"
HR  6663, kB6hA0VHeA0pSiCr"
HR  6664, B6IIInp_sh"
HR  6665, K0III"
HR  6666, K1V"
HR  6667, K4III"
HR  6668, B9.5/A0III"
HR  6669, F8V"
HR   667, M1-III"
HR  6670, F4IV-V"
HR  6671, B9.5III"
HR  6672, O8II((f))"
HR  6673, K4III"
HR  6674, K0III"
HR  6675, K2III"
HR  6676, F5Vn"
HR  6677, K1+IIIbCN-1"
HR  6678, K3III"
HR  6679, A1V"
HR   668, B9.5V"
HR  6680, A7III/IV"
HR  6681, A0V"
HR  6682, M0III"
HR  6683, A0IV/V"
HR  6684, B3III"
HR  6685, F2Ibp"
HR  6686, K2IIICNIb/II"
HR  6687, K3III"
HR  6688, K2III"
HR  6689, A3V"
HR   669, A1Vn"
HR  6690, B9Vp"
HR  6691, G8III"
HR  6692, B3II/III"
HR  6693, M1Ib"
HR  6694, G5Ib"
HR  6695, K1IIaCN2"
HR  6696, A1V"
HR  6697, G2V+K2V"
HR  6698, G9IIIa"
HR  6699, F0IV"
HR    67, K0III"
HR   670, A0V"
HR  6700, A0"
HR  6701, F6IV-Vs"
HR  6702, M6S"
HR  6703, G8.5III"
HR  6704, K0III"
HR  6705, K5III"
HR  6706, K5III"
HR  6707, F2II"
HR  6708, B8V"
HR  6709, A6VpSrCr"
HR   671, A4V"
HR  6710, F2V"
HR  6711, G5III:"
HR  6712, B2Ve"
HR  6713, K0.5IIb"
HR  6714, B5Ib"
HR  6715, K2III"
HR  6716, B0Iab/b"
HR  6717, K5"
HR  6718, B9pSiSr"
HR  6719, B2IV"
HR   672, G1V"
HR  6720, B8IVe"
HR  6721, K3III"
HR  6722, G5IV"
HR  6723, A0.5Van"
HR  6724, F2II-III"
HR  6725, F2III"
HR  6726, K6III"
HR  6727, B0Ib/II"
HR  6728, M0III"
HR  6729, G5III"
HR   673, F4V"
HR  6730, ~"
HR  6731, K2III"
HR  6732, B9IVe"
HR  6733, F5V"
HR  6734, F2IV"
HR  6735, K0"
HR  6736, O4V((f))z"
HR  6737, K5III"
HR  6738, B3IV"
HR  6739, K2III"
HR   674, B8IV"
HR  6740, K2/3III"
HR  6741, B3Vn"
HR  6742, G0Ib/II"
HR  6743, B2Ib"
HR  6744, A0V"
HR  6745, kA4hF0mF2III"
HR  6746, K0+III"
HR  6747, O9.7IIn"
HR  6748, G1V"
HR  6749, A6V"
HR   675, A2V"
HR  6750, A7V"
HR  6751, F5V"
HR  6752, K0-V"
HR  6753, A2V"
HR  6754, F0IV-V"
HR  6755, B2II/III"
HR  6756, K1IV"
HR  6757, G9IIICH-3"
HR  6758, A3Vp"
HR  6759, B7/8II"
HR   676, A9V+F/G"
HR  6760, K4III"
HR  6761, G0V"
HR  6762, B1/2Ib"
HR  6763, K3III:"
HR  6764, F7V"
HR  6765, M3-SIII"
HR  6766, G7:IIIbCN-1CH-3.5HK+1"
HR  6767, F1Vnn"
HR  6768, K0III"
HR  6769, K1III"
HR   677, B8V"
HR  6770, G8III"
HR  6771, A5V"
HR  6772, B1/2Ib"
HR  6773, B3/5IV"
HR  6774, B7/8II/III"
HR  6775, F6V"
HR  6776, A2Vn"
HR  6777, K0III"
HR  6778, K1IIICNII"
HR  6779, B9.5III"
HR   678, K2III"
HR  6780, K1III"
HR  6781, A3V"
HR  6782, A3V"
HR  6783, K0III"
HR  6784, A5m"
HR  6785, K1II"
HR  6786, F2V"
HR  6787, B2IV"
HR  6788, B2II/III"
HR  6789, A1Van"
HR   679, B5V"
HR  6790, K0III"
HR  6791, G8IIICN-1CH-3"
HR  6792, A2V"
HR  6793, K2III"
HR  6794, A8III"
HR  6795, F3V"
HR  6796, K4III"
HR  6797, F6V"
HR  6798, A2V"
HR  6799, K1III:"
HR    68, A2V"
HR   680, K0"
HR  6800, K1II"
HR  6801, K0III"
HR  6802, B9IV(pSrEuCr)"
HR  6803, G8III+B9.5/A0:"
HR  6804, B2III"
HR  6805, K0III/IV"
HR  6806, K2V"
HR  6807, G8III"
HR  6808, B8/9V"
HR  6809, F7"
HR   681, M5-9IIIe+DA"
HR  6810, K2Vv"
HR  6811, kA2hA9mF0"
HR  6812, B8Iab(e)"
HR  6813, A2mA5/7-F2"
HR  6814, A3V"
HR  6815, M3III"
HR  6816, K2III"
HR  6817, K1III"
HR  6818, G8/K0III"
HR  6819, B2V"
HR   682, B9VpSi"
HR  6820, K4III"
HR  6821, B9V"
HR  6822, O9.7Iab"
HR  6823, O9.5III"
HR  6824, K0III"
HR  6825, ApSi"
HR  6826, B9IIIn"
HR  6827, A1Vnn"
HR  6828, F9.5V"
HR  6829, A0V"
HR   683, G8V"
HR  6830, A3IV/V"
HR  6831, F8V"
HR  6832, M2III"
HR  6833, B3/4IV/V"
HR  6834, M4III"
HR  6835, A5V"
HR  6836, F9VFe-0.8CH-0.4"
HR  6837, K2III"
HR  6838, K2III"
HR  6839, B0.2Ib"
HR   684, A2V"
HR  6840, G8III"
HR  6841, O7III((f))+O8III"
HR  6842, K3II"
HR  6843, A8V"
HR  6844, F2V"
HR  6845, B7IV"
HR  6846, K0III"
HR  6847, G1V"
HR  6848, B0Ia+B0.2II"
HR  6849, F0V+F0V"
HR   685, A1Ia"
HR  6850, F5V"
HR  6851, B5V"
HR  6852, B9V"
HR  6853, G8.5IIIbCH0.5Fe-1"
HR  6854, K5"
HR  6855, K4III"
HR  6856, K2II"
HR  6857, K2III"
HR  6858, K3III"
HR  6859, K2.5IIIaCN0.5"
HR   686, K2III"
HR  6860, K3III:Ba0.5"
HR  6861, M5-IIIa:"
HR  6862, K4/5III"
HR  6863, F8II"
HR  6864, A3III"
HR  6865, K1III:"
HR  6866, G8III"
HR  6867, K4III"
HR  6868, M1III"
HR  6869, K0III-IV"
HR   687, F0III-IV"
HR  6870, B7Ib/II"
HR  6871, A8VkA2mA2_lB"
HR  6872, K2-IIIabCN0.5"
HR  6873, B2Vne"
HR  6874, K0III"
HR  6875, B3V"
HR  6876, kA3mA7+A9V"
HR  6877, A8Vn"
HR  6878, B9III"
HR  6879, B9IVp_lB?"
HR   688, K5III"
HR  6880, K1III:"
HR  6881, B8IVe"
HR  6882, K5III"
HR  6883, A2V"
HR  6884, G9-IIIbFe-0.5"
HR  6885, K3III"
HR  6886, K1III"
HR  6887, K0"
HR  6888, K0III"
HR  6889, K0III"
HR   689, M1/2III"
HR  6890, F0V"
HR  6891, M2III"
HR  6892, K0/1III"
HR  6893, B7III"
HR  6894, K0/1III+F/G"
HR  6895, K2IIIab"
HR  6896, K1/2III"
HR  6897, B3IV"
HR  6898, F2V"
HR  6899, K0III"
HR    69, K0III"
HR   690, F8Ib-II"
HR  6900, B8V"
HR  6901, K2"
HR  6902, G9II+B9V"
HR  6903, A0IV"
HR  6904, A2Vn"
HR  6905, K1III-IV"
HR  6906, B9V"
HR  6907, F7V"
HR  6908, K0III"
HR  6909, A7V"
HR   691, F0/2V"
HR  6910, A2mA2-F0"
HR  6911, A3m"
HR  6912, B8V"
HR  6913, K1IIIb"
HR  6914, A3/4V"
HR  6915, G8III"
HR  6916, B7III"
HR  6917, A2IV"
HR  6918, A0Vs+G:III"
HR  6919, B8III/IV"
HR   692, F3V(n)"
HR  6920, B8V"
HR  6921, B9III"
HR  6922, K2III"
HR  6923, A1V+F5V"
HR  6924, B3V"
HR  6925, K3III"
HR  6926, A3III"
HR  6927, F7V"
HR  6928, B8III"
HR  6929, B1Vnne"
HR   693, K2III"
HR  6930, A1IV/V"
HR  6931, A3V"
HR  6932, ApEuCrEu"
HR  6933, K0III"
HR  6934, B5/7"
HR  6935, K0III"
HR  6936, A5V"
HR  6937, K2III"
HR  6938, B3IV/V"
HR  6939, G3/5V"
HR   694, G8III"
HR  6940, G8III"
HR  6941, B2V"
HR  6942, A3V"
HR  6943, B6IV"
HR  6944, B9/9.5V"
HR  6945, K1.5IIIFe-1"
HR  6946, B2V+"
HR  6947, G1Ib"
HR  6948, F5V"
HR  6949, K0IV"
HR   695, G0V"
HR  6950, G8V"
HR  6951, G8III"
HR  6952, B8/A1"
HR  6953, B9V"
HR  6954, K2III"
HR  6955, A2V"
HR  6956, A4/5IV/V"
HR  6957, A5IV/V"
HR  6958, B9IIIpSi"
HR  6959, K3-Ib-IICN1"
HR   696, B2Ia"
HR  6960, B2III/IV"
HR  6961, K3III"
HR  6962, A0/1V"
HR  6963, B9V"
HR  6964, K1III(CNII)"
HR  6965, F2II"
HR  6966, K5III"
HR  6967, B9III"
HR  6968, B8IV"
HR  6969, F0IV/V"
HR   697, G8/K0III"
HR  6970, G8II/III"
HR  6971, B4Ve"
HR  6972, K1III"
HR  6973, K3III"
HR  6974, B9III"
HR  6975, A3V"
HR  6976, A1V"
HR  6977, A0Vn"
HR  6978, F8Ib-II"
HR  6979, kA4hF1mF2(V)EuBa"
HR   698, K0III"
HR  6980, G8III"
HR  6981, F8V"
HR  6982, K0III"
HR  6983, K0III"
HR  6984, B5Ve"
HR  6985, F5III"
HR  6986, A7IV/V"
HR  6987, F3V"
HR  6988, A5IV"
HR  6989, B8II/III"
HR   699, K4.5III"
HR  6990, B8III"
HR  6991, M2III"
HR  6992, B9V"
HR  6993, A0V"
HR  6994, F8V"
HR  6995, G8IV"
HR  6996, A5V"
HR  6997, B8IIpHgMn"
HR  6998, G6V"
HR  6999, F8V"
HR     7, B9IIIe"
HR    70, B8V"
HR   700, K2III"
HR  7000, F3/5V"
HR  7001, A0Va"
HR  7002, M0-8e+K2:III"
HR  7003, F0V"
HR  7004, K0III"
HR  7005, K2III/IVCNII"
HR  7006, K4III"
HR  7007, K3III"
HR  7008, F8II"
HR  7009, M4.5-M5+II"
HR   701, A5V"
HR  7010, G9III"
HR  7011, A3mA7-A9"
HR  7012, A7V"
HR  7013, F0V"
HR  7014, F2Ib"
HR  7015, K3III"
HR  7016, K0"
HR  7017, B9V"
HR  7018, A0V"
HR  7019, A6m"
HR   702, B7IV"
HR  7020, F2II-III"
HR  7021, A0/1V"
HR  7022, K3III"
HR  7023, M4III"
HR  7024, K1III"
HR  7025, A2V"
HR  7026, K0III"
HR  7027, B9.5IV/V"
HR  7028, B9III:"
HR  7029, B2V"
HR   703, K3III"
HR  7030, B8V"
HR  7031, B9/A1V"
HR  7032, G8IIb"
HR  7033, B5V"
HR  7034, F7V"
HR  7035, B8III"
HR  7036, A8V"
HR  7037, A9IV"
HR  7038, F5/6V"
HR  7039, B8III"
HR   704, B9.5III/IV"
HR  7040, B9IIIe"
HR  7041, K5"
HR  7042, K0III"
HR  7043, G8"
HR  7044, F1III-IV"
