name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color
HR 5135,,204.92,-39.7481, 6.27,STAR M4III,1.66,,,,1.78
HR 5136,,204.9525,-40.0519, 5.60,STAR K2III,1.3,,,,
HR 5137,,204.7596,18.2653, 6.48,STAR K3III,1.2,,,,1.27
HR 5138,,204.8942,10.7461, 5.57,STAR F0V,0.33,,,,0.05
HR 5139,,204.2958,71.2422, 5.50,STAR,1.2,,,,
HR 514,Eps Scl,26.4117,-25.0525, 5.31,STAR F1V,0.39,,,,0.02
HR 5140,,205.5046,-58.7872, 5.38,STAR B9III,-0.03,,,,-0.23
HR 5141,,205.4362,-54.56, 5.01,STAR B8V,-0.05,,,,-0.23
HR 5142,82    UMa,204.8767,52.9214, 5.46,STAR A3V,0.1,,,,0.04
HR 5143,,205.065,31.0119, 6.21,STAR G5II,0.96,,,,
HR 5144,1    Boo,205.1687,19.9556, 5.75,STAR A1V,0.01,,,,0
HR 5145,,205.1629,28.0653, 6.23,STAR K3III,1.28,,,,1.5
HR 5146,,205.3788,-23.4497, 6.59,STAR A0,0.06,,,,0.05
HR 5147,,205.4404,-33.5969, 6.05,STAR K0II,1.44,,1.09,v,1.1
HR 5148,,205.0967,50.5194, 6.32,STAR F7V,0.54,,,,-0.03
HR 5149,2    Boo,205.2596,22.4958, 5.62,STAR G9III,1.01,,,,
HR 515,,26.6471,17.4131, 6.55,STAR A9III,0.25,,,,0.17
HR 5150,82    Vir,205.4033,-8.7031, 5.01,STAR M1III,1.63,,1.16,,1.95
HR 5151,,205.7337,-56.7681, 6.00,STAR B0III,-0.08,,,,
HR 5152,,205.7275,-50.7906, 6.41,STAR M0III,1.67,,,,
HR 5153,,205.0887,57.2075, 6.29,STAR A2V,0.1,,,v,0.02
HR 5154,83    UMa,205.1846,54.6817, 4.66,STAR M2III,1.64,,1.12,,1.96
HR 5155,,205.7292,-41.4011, 5.98,STAR K0III,1.02,,,,
HR 5156,,205.5529,8.3883, 6.16,STAR F3V,0.42,,,,-0.04
HR 5157,,205.9167,-42.0675, 5.98,STAR B8III,-0.08,,,,
HR 5158,,206.0663,-51.0131, 6.47,STAR A0,-0.13,,,,
HR 5159,84    Vir,205.7654,3.5381, 5.36,STAR K2III,1.11,,0.54,,1.04
HR 516,Tau1Hyi,25.3388,-79.1483, 6.33,STAR G6III,0.94,,,,0.69
HR 5160,,205.62,41.6742, 6.30,STAR G6III,0.86,,,,
HR 5161,,205.6808,34.9889, 5.98,STAR G5III,0.85,,,,
HR 5162,,205.3746,64.8225, 5.85,STAR A2V,0.07,,,,0.08
HR 5163,,205.9763,-5.4989, 6.51,STAR A1V,0.05,,,,0.01
HR 5164,,205.9383,22.7003, 6.13,STAR K4III,1.42,,0.75,,1.7
HR 5165,83    Vir,206.1242,-16.1792, 5.60,STAR G0I,0.81,,0.4,,0.41
HR 5166,,206.1904,-25.5008, 6.21,STAR K0,1.38,,,,
HR 5167,,206.4037,-26.1161, 5.81,STAR A1V,0.02,,,,
HR 5168,1    Cen,206.4217,-33.0439, 4.23,STAR F3IV,0.38,,0.21,,0
HR 5169,,205.9779,52.0644, 6.02,STAR A1V,0,,,,-0.01
HR 517,,26.5042,-27.3492, 6.39,STAR F2V,0.36,,,,
HR 5170,85    Vir,206.3963,-15.7675, 6.19,STAR A2V,0.05,,,,
HR 5171,,206.7946,-62.59, 6.51,STAR K0I,1.98,,1.2,,1.19
HR 5172,,206.6638,-51.4328, 4.65,STAR G8III,0.96,,,,0.72
HR 5173,86    Vir,206.4846,-12.4267, 5.51,STAR G8III,0.9,,,,
HR 5174,,206.735,-36.2519, 5.15,STAR A0V,-0.02,,,,
HR 5175,,206.865,-50.2494, 5.91,STAR A3,0.29,,,,
HR 5176,,206.91,-50.3211, 5.45,STAR K2III,1.36,,,,1.36
HR 5177,,206.305,55.8794, 6.50,STAR F7IV,0.47,,,,-0.06
HR 5178,,206.8062,-9.7092, 6.05,STAR K5III,1.42,,,,1.66
HR 5179,,206.5562,41.0886, 5.87,STAR A5V,0.21,,,,0.06
HR 518,,26.95,46.2297, 6.32,STAR F6V,0.43,,,,0
HR 5180,,206.5792,38.5039, 5.94,STAR G9III,0.94,,,,
HR 5181,87    Vir,206.8558,-17.86, 5.43,STAR M2III,1.62,E,0.89,,1.94
HR 5182,3    Boo,206.6804,25.7022, 5.95,STAR G5III,0.49,,,,0.1
HR 5183,,206.7379,6.3506, 6.33,STAR G0IV,0.63,,,,0.16
HR 5184,,205.6638,78.0644, 5.91,STAR,1.01,,,,
HR 5185,4Tau Boo,206.8154,17.4567, 4.50,STAR F6IV,0.48,,0.24,,0.04
HR 5186,,206.7492,38.5428, 5.50,STAR K0III,1.03,,0.52,,0.84
HR 5187,84    UMa,206.6487,54.4328, 5.70,STAR B9,-0.08,,,v,-0.08
HR 5188,,208.9113,-82.6661, 5.95,STAR K2III,1.46,,0,,1.57
HR 5189,,207.2296,-35.7039, 6.53,STAR G3IV,0.57,,,,0.05
HR 519,,26.5242,-50.8164, 5.49,STAR M3III,1.6,,1.27,,1.95
HR 5190,Nu  Cen,207.3763,-41.6878, 3.41,STAR B2IV,-0.22,,-0.23,,-0.84
HR 5191,85Eta UMa,206.885,49.3133, 1.86,STAR B3V,-0.19,,-0.18,,-0.67
HR 5192,2    Cen,207.3613,-34.4508, 4.19,STAR M4III,1.5,,1.81,,1.45
HR 5193,Mu  Cen,207.4042,-42.4739, 3.04,STAR B2IV,-0.17,,-0.11,v,-0.72
HR 5194,,207.9475,-69.4014, 5.75,STAR K5III,1.73,,,,2.02
HR 5195,,207.1613,31.1903, 5.62,STAR K0III,1.01,,,,
HR 5196,89    Vir,207.4679,-18.1342, 4.97,STAR K0III,1.06,,0.5,,0.92
HR 5197,,207.5271,-29.0814, 6.18,STAR A0V,-0.03,,,,-0.12
HR 5198,,207.5808,-39.9011, 6.44,STAR K1III,0.99,,,,
HR 5199,,207.2383,39.5428, 7.40,STAR M6III,,,,v,
HR 52,,3.7792,31.5358, 6.45,STAR K5,,,,,
HR 520,,26.5263,-53.5219, 5.04,STAR A1V,0.04,,,,0.05
HR 5200,5Ups Boo,207.3692,15.7978, 4.07,STAR K5III,1.52,,0.87,e,1.87
HR 5201,6    Boo,207.4283,21.2642, 4.91,STAR K4III,1.43,,0.74,,1.65
HR 5202,,207.6438,-19.8972, 6.53,STAR G5III,0.51,,,,
HR 5203,,205.5963,82.7525, 5.98,STAR G9III,1.01,,,,
HR 5204,,207.4375,36.6328, 6.38,STAR A7IV,,,,,
HR 5205,,207.6029,5.4972, 6.01,STAR K0,0.9,,,,0.59
HR 5206,,207.9467,-46.8992, 5.77,STAR B2V,-0.16,,,,-0.75
HR 5207,,208.02,-52.8117, 5.25,STAR B9V,-0.09,,,,-0.32
HR 5208,,207.9025,-36.4333, 6.35,STAR F6IV,0.48,,,,0.01
HR 5209,,207.835,-24.3908, 6.45,STAR G5V,0.69,,,,0.27
HR 521,,27.1621,37.9528, 5.94,STAR K0III,0.97,,,,0.71
HR 5210,3    Cen,207.9567,-32.9944, 4.56,STAR B5III,-0.13,,-0.13,,-0.6
HR 5211,3    Cen,207.9588,-32.9947, 6.06,STAR B8V,-0.04,,,,-0.15
HR 5212,,208.0038,-31.6194, 6.12,STAR F7V,0.48,,,,
HR 5213,,207.4396,61.4892, 5.96,STAR G3V,0.96,,,,0.64
HR 5214,,207.7688,34.7725, 6.65,STAR A5IV,0.12,,0.01,,0.07
HR 5215,,207.7883,34.6644, 5.87,STAR M2III,1.62,,,,1.96
HR 5216,,207.6154,58.5394, 6.46,STAR A3V,0.09,,,,0.08
HR 5217,,208.4296,-53.3736, 5.89,STAR B5III,0.01,,0,,-0.41
HR 5218,,208.7038,-67.6525, 5.71,STAR K2III,1.49,,,,1.67
HR 5219,,207.9479,34.4442, 4.74,STAR K5III,1.66,,1.28,,1.96
HR 522,4    Ari,27.0454,16.9556, 5.84,STAR B9V,-0.03,,,,-0.12
HR 5220,,208.0767,12.1653, 6.04,STAR A1V,0.04,,,,0.01
HR 5221,4    Cen,208.3021,-31.9278, 4.73,STAR B4IV,-0.14,,-0.08,,-0.54
HR 5222,,208.3867,-35.6642, 5.54,STAR F4V,0.44,,,,-0.01
HR 5223,,208.4871,-47.1281, 6.10,STAR B2III,-0.07,,-0.1,v,-0.92
HR 5224,,208.4675,-35.3144, 6.19,STAR K1IV,1.02,,,,0.86
HR 5225,7    Boo,208.3038,17.9328, 5.70,STAR G5III,0.84,,,,
HR 5226,10    Dra,207.8579,64.7233, 4.65,STAR M3III,1.58,,1.36,,1.89
HR 5227,,207.7467,68.3153, 6.40,STAR K2IV,1.17,,0.6,,
HR 5228,,208.5692,-28.5697, 6.04,STAR K2III,1.13,,,,
HR 5229,,208.2929,28.6481, 5.90,STAR A7V,0.2,,,,0.14
HR 523,,27.1733,32.6903, 5.79,STAR F8V,0.55,,,,-0.01
HR 5230,,208.8008,-52.1611, 5.71,STAR B9V,-0.08,,,,-0.3
HR 5231,Zet Cen,208.885,-47.2883, 2.55,STAR B2IV,-0.22,,-0.2,,-0.92
HR 5232,90    Vir,208.6754,-1.5031, 5.15,STAR K2III,1.08,,0.52,,1.08
HR 5233,,208.7425,-8.0589, 6.19,STAR F8V,0.53,,,,0.01
HR 5234,,209.0825,-54.1319, 6.14,STAR A1V,0.07,,,,0.03
HR 5235,8Eta Boo,208.6712,18.3978, 2.68,STAR G0IV,0.58,,0.29,,0.2
HR 5236,,209.1375,-54.7044, 6.00,STAR G6IV,0.78,,,,
HR 5237,,208.9354,-31.285, 6.51,STAR G8III,0.9,,,,
HR 5238,86    UMa,208.4625,53.7286, 5.70,STAR A0V,-0.05,,,,-0.07
HR 5239,,209.0813,-46.5925, 5.83,STAR K1III,1.14,,,,1.11
HR 524,,26.82,-41.76, 6.18,STAR K5III,1.54,,,,1.91
HR 5240,,210.1367,-78.59, 6.09,STAR B9III,0.03,,,,-0.17
HR 5241,,209.4121,-63.6867, 4.71,STAR K1III,1.11,E,0.4,,1.04
HR 5242,,209.63,-65.8006, 6.20,STAR K0III,1.05,,,,0.81
HR 5243,,208.9583,14.0564, 6.16,STAR F6V,0.5,,,,-0.08
HR 5244,92    Vir,209.1163,1.0506, 5.91,STAR A8V,0.2,,,,0.14
HR 5245,,209.0437,32.0325, 6.32,STAR F4IV,0.37,,,,0.06
HR 5246,,209.3654,-23.0228, 6.14,STAR K0,1.43,,,,
HR 5247,9    Boo,209.1425,27.4919, 5.01,STAR K3III,1.42,,0.75,v,1.72
HR 5248,Phi Cen,209.5679,-42.1008, 3.83,STAR B2IV,-0.21,,-0.22,,-0.83
HR 5249,Ups1Cen,209.67,-44.8036, 3.87,STAR B2IV,-0.2,,-0.21,,-0.8
HR 525,,24.3667,-84.7697, 5.69,STAR G8III,0.94,,,,0.66
HR 5250,47    Hya,209.6296,-24.9722, 5.15,STAR B8V,-0.1,,,,-0.4
HR 5251,,209.8221,-50.37, 5.91,STAR G8III,0.96,,,,
HR 5252,,210.0721,-61.4814, 6.49,STAR F1III,0.33,,,,-0.04
HR 5253,,210.2175,-66.2686, 5.97,STAR F2III,0.35,,,,0.07
HR 5254,,209.6662,14.6494, 6.00,STAR K5III,1.44,,,,1.71
HR 5255,10    Boo,209.6621,21.6961, 5.76,STAR A0V,-0.03,,,,0.02
HR 5256,,209.3837,61.4928, 6.37,STAR K3V,,,,,
HR 5257,48    Hya,210.0004,-25.0103, 5.77,STAR F7V,0.48,,,,
HR 5258,,209.9554,-3.5497, 6.40,STAR F8V,0.49,,,,0.06
HR 5259,,210.3292,-40.2222, 6.13,STAR K1III,1.25,,,,1.29
HR 526,,27.3154,47.8969, 5.82,STAR A3V,0.29,,,,0.07
HR 5260,Ups2Cen,210.4308,-45.6036, 4.34,STAR F6II,0.6,,0.33,,0.27
HR 5261,The Aps,211.3325,-76.7967, 5.50,STAR M6III,1.55,,1.77,,1.05
HR 5262,,210.335,8.8947, 5.99,STAR A2V,0.09,,,,0.1
HR 5263,11    Boo,210.2937,27.3867, 6.23,STAR A7III,0.17,,,,
HR 5264,93Tau Vir,210.4117,1.5444, 4.26,STAR A3V,0.1,,0.06,,0.12
HR 5265,,210.595,-27.43, 5.48,STAR K3III,1.34,,,,1.44
HR 5266,,210.8592,-56.2136, 5.92,STAR K2III,1.22,,,,1.18
HR 5267,Bet Cen,210.9558,-60.3731, 0.61,STAR B1III,-0.23,,,v,-0.98
HR 5268,,210.7571,-31.6839, 6.18,STAR F8V,0.48,,,,
HR 5269,,210.8646,-41.4233, 6.11,STAR A0,-0.11,,-0.11,,-0.39
HR 527,,27.1083,3.6856, 5.91,STAR G9III,0.97,,,,0.74
HR 5270,,210.6325,9.6864, 6.20,STAR F8IV,0.9,,0.58,,0.38
HR 5271,,210.5508,45.7536, 6.27,STAR K2III,1.32,,,,1.45
HR 5272,,210.9713,-22.4217, 6.30,STAR F5III,0.45,,,,
HR 5273,,210.8846,10.7867, 6.30,STAR G8V,0.74,,0.4,,0.29
HR 5274,,210.9033,7.5464, 6.26,STAR G9III,0.94,,,,0.7
HR 5275,,210.9825,4.9008, 6.24,STAR F4V,0.39,,,,-0.02
HR 5276,,211.0608,-5.3814, 6.39,STAR K0,1.32,,,,1.58
HR 5277,,211.1125,-14.9717, 6.28,STAR G6III,1.08,,,,0.95
HR 5278,,211.4438,-54.6694, 6.17,STAR A5III,0.23,,,,
HR 5279,,212.1129,-74.8503, 6.02,STAR G2IV,0.58,,,,0.06
HR 528,,26.9492,-37.1597, 6.32,STAR K0III,1.02,,,,
HR 5280,,210.7487,50.9719, 6.15,STAR A2V,0.01,,,,
HR 5281,,211.6046,-59.7156, 6.42,STAR B0I,0.12,,,,-0.8
HR 5282,,210.4608,68.6786, 6.34,STAR K5,1.4,,,,
HR 5283,,211.1562,2.2975, 6.28,STAR K0,1.02,,,,0.87
HR 5284,,211.3083,-16.3358, 6.56,STAR A4V,0.1,,,,
HR 5285,Chi Cen,211.5117,-41.1797, 4.36,STAR B2V,-0.19,,-0.22,,-0.77
HR 5286,,211.5454,-43.0919, 6.20,STAR G8III,0.98,,,,
HR 5287,49Pi  Hya,211.5929,-26.6825, 3.27,STAR K2III,1.12,,0.55,,1.04
HR 5288,5The Cen,211.6708,-36.37, 2.06,STAR K0III,1.01,,0.53,,0.87
HR 5289,,212.0596,-63.2081, 6.40,STAR G8III,1.02,,,,
HR 529,,27.7379,51.9333, 5.90,STAR F5IV,0.43,,,,0.02
HR 5290,95    Vir,211.6783,-9.3133, 5.46,STAR F2IV,0.34,,,,0.08
HR 5291,11Alp Dra,211.0971,64.3758, 3.65,STAR A0III,-0.05,,-0.07,,-0.08
HR 5292,,212.2346,-59.2767, 6.34,STAR B5IV,0.05,,,,-0.51
HR 5293,,212.6288,-70.3056, 6.05,STAR K4II,1.74,,,,1.84
HR 5294,,212.2162,-43.4711, 6.17,STAR B9V,-0.06,,,,
HR 5295,,212.7579,-69.7197, 6.06,STAR A6IV,0.18,,,,0.15
HR 5296,,212.3958,-51.5047, 6.00,STAR B9IV,-0.06,,,,-0.27
HR 5297,,212.4783,-53.4392, 4.75,STAR G9III,0.94,E,0.32,,0.72
HR 5298,96    Vir,212.2525,-10.3344, 6.47,STAR G8III,1,,,,0.73
HR 5299,,211.9825,43.8544, 5.27,STAR M4III,1.59,,1.66,,1.66
HR 53,,3.7942,27.2831, 6.35,STAR A1V,-0.02,,,,0.02
HR 530,1    Ari,27.5354,22.2753, 5.86,STAR K1III,0.74,,0.49,,0.5
HR 5300,13    Boo,212.0721,49.4581, 5.25,STAR M1III,1.65,,1.12,,1.92
HR 5301,,212.7104,-16.3019, 4.91,STAR M2III,1.72,E,0.85,,2.13
HR 5302,,212.1917,59.3378, 6.46,STAR K0III,1.02,,0.52,,0.82
HR 5303,Eta Aps,214.5575,-81.0078, 4.91,STAR A2,0.25,,,,0.11
HR 5304,12    Boo,212.5996,25.0917, 4.83,STAR F9IV,0.54,,0.29,,0.07
HR 5305,3    UMi,211.735,74.5936, 6.45,STAR A7V,0.14,,,,0.12
HR 5306,,214.2287,-77.6639, 6.47,STAR K2II,1.42,,,,1.42
HR 5307,,212.88,1.3622, 6.43,STAR F7V,0.48,,,,0.04
HR 5308,,213.3183,-53.6658, 5.56,STAR K5III,1.44,,,,
HR 5309,,213.1021,-24.3642, 6.34,STAR K0,1.35,,,,
HR 531,53Chi Cet,27.3962,-10.6864, 4.67,STAR F3III,0.33,,0.16,,0.03
HR 5310,,212.8129,32.2956, 6.11,STAR K4III,1.26,,,,1.43
HR 5311,,213.4162,-54.6258, 6.11,STAR B5V,0.05,,,,-0.38
HR 5312,50    Hya,213.1917,-27.2611, 5.08,STAR K3III,1.16,,,,1.13
HR 5313,,213.0658,2.4094, 5.01,STAR A0V,-0.12,,-0.13,v,-0.42
HR 5314,,213.305,-26.6122, 6.24,STAR K0III,1.08,,,,
HR 5315,98Kap Vir,213.2242,-10.2736, 4.19,STAR K2III,1.33,,0.75,,1.47
HR 5316,,213.7375,-57.0858, 5.07,STAR B4V,-0.08,,0.04,v,-0.63
HR 5317,,213.42,-0.8456, 5.91,STAR F7V,0.47,,,,0.03
HR 5318,,213.6775,-41.8375, 5.61,STAR G8III,0.93,,,,0.58
HR 5319,,213.8383,-53.5097, 6.39,STAR K3III,1.57,,,,
HR 532,,27.3312,-31.0728, 6.34,STAR K2III,1.22,,,,
HR 5320,,214.1608,-66.5878, 5.75,STAR B1III,-0.06,,,,-0.87
HR 5321,4    UMi,212.2121,77.5475, 4.82,STAR K3III,1.36,E,0.52,,1.39
HR 5322,,213.5887,-5.9475, 6.36,STAR F9V,0.6,,,,0.16
HR 5323,14    Boo,213.5217,12.9594, 5.54,STAR F6IV,0.54,,,,0.09
HR 5324,,213.7554,-29.2819, 6.08,STAR A1V,,,,,
HR 5325,,213.9117,-45.0008, 6.31,STAR F9V,0.6,,,,
HR 5326,,214.1425,-59.9139, 6.39,STAR M5II,2.04,,1.73,v,1.24
HR 5327,,216.0971,-82.8486, 6.42,STAR B8V,0.02,,,,-0.33
HR 5328,17Kap1Boo,213.3654,51.7878, 6.69,STAR F1V,0.39,,,,-0.04
HR 5329,17Kap2Boo,213.3708,51.7903, 4.54,STAR A8IV,0.2,,0.12,,0.14
HR 533,1    Per,27.9971,55.1475, 5.52,STAR B1V,-0.18,,,,-0.83
HR 5330,15    Boo,213.7117,10.1006, 5.29,STAR K1III,1,,0.5,,0.77
HR 5331,,213.7208,3.3361, 6.45,STAR M4III,1.6,E,1.05,,1.72
HR 5332,,213.8504,-18.2008, 5.43,STAR A1V,-0.03,,,,-0.08
HR 5333,,213.6708,21.8733, 6.39,STAR A7V,0.18,,,,0.09
HR 5334,,213.0167,69.4325, 5.24,STAR M2III,1.58,,,,1.84
HR 5335,,213.5979,41.5189, 6.24,STAR,1.04,,,,
HR 5336,Eps Aps,215.5946,-80.1089, 5.06,STAR B4V,-0.1,,,,-0.57
HR 5337,,214.0762,-33.2414, 6.55,STAR F0V,0.3,,,,
HR 5338,99Iot Vir,214.0038,-6.0006, 4.08,STAR F6III,0.52,,0.27,,0.04
HR 5339,Del Oct,216.7287,-83.6678, 4.32,STAR K2III,1.31,E,0.49,,1.45
HR 534,,27.7167,11.0433, 5.94,STAR F2V,0.3,,0.17,,-0.03
HR 5340,16Alp Boo,213.9154,19.1825,-0.04,STAR K1III,1.23,,0.65,v,1.27
HR 5341,,214.0896,-6.6219, 6.44,STAR A9III,0.28,,,,0.09
HR 5342,,214.1254,-3.1964, 6.15,STAR A1V,-0.01,,,,-0.01
HR 5343,,214.0175,18.9119, 5.98,STAR A8III,0.26,,0.12,,0.05
HR 5344,,214.2658,-18.5853, 6.22,STAR G5,0.98,,,,
HR 5345,,213.8204,52.5358, 6.58,STAR A4V,0.1,,,,0.09
HR 5346,,214.1367,20.1214, 6.25,STAR F8V,0.49,,,,
HR 5347,,214.1008,39.7447, 6.38,STAR F2IV,0.36,,,,-0.07
HR 5348,,214.5992,-33.2206, 6.54,STAR F0V,0.27,,,,
HR 5349,,214.9646,-61.2731, 5.23,STAR A0,0.29,,0.11,,0.16
HR 535,,27.4533,-38.4039, 6.37,STAR F8V,0.52,,,,
HR 5350,21Iot Boo,214.0412,51.3672, 4.75,STAR A9V,0.2,,0.09,,0.06
HR 5351,19Lam Boo,214.0958,46.0883, 4.18,STAR A0,0.08,,0.03,,0.05
HR 5352,,214.3683,15.2633, 5.80,STAR M3III,1.71,E,0.87,,2.07
HR 5353,,214.5025,-7.5425, 6.47,STAR G5IV,0.73,,,,0.35
HR 5354,Iot Lup,214.8508,-46.0578, 3.55,STAR B2IV,-0.18,,-0.14,,-0.72
HR 5355,,214.6596,-18.7161, 5.90,STAR A0,0,,,v,-0.04
HR 5356,,214.7533,-25.8156, 5.87,STAR F5V,0.5,,,,-0.09
HR 5357,,214.8496,-37.0036, 5.94,STAR A2V,0.08,,,,0.04
HR 5358,,215.0813,-56.3867, 4.33,STAR B6I,0.12,,,,-0.43
HR 5359,100Lam Vir,214.7775,-13.3711, 4.52,STAR A2,0.13,,0.06,,0.12
HR 536,2    Per,28.0392,50.7928, 5.79,STAR B9III,-0.07,,,,-0.3
HR 5360,,214.3379,51.3072, 6.20,STAR A2IV,0.04,,,,
HR 5361,,214.4992,35.5094, 4.81,STAR K0III,1.06,,0.53,,0.92
HR 5362,,215.0404,-43.0589, 5.56,STAR G8III,0.92,,,,0.6
HR 5363,,214.455,48.0017, 6.32,STAR F5,0.44,,,,
HR 5364,,215.1771,-45.1872, 4.77,STAR F0IV,0.31,,,,0.06
HR 5365,18    Boo,214.8179,13.0042, 5.41,STAR F5IV,0.38,,0.19,,-0.03
HR 5366,102Ups Vir,214.8854,-2.2656, 5.14,STAR G9III,1.02,,0.51,,0.85
HR 5367,Psi Cen,215.1392,-37.8853, 4.05,STAR A0IV,-0.03,,-0.02,,-0.11
HR 5368,,214.9204,0.3842, 6.19,STAR A7V,0.2,,,,0.09
HR 5369,,214.7321,38.7675, 6.86,STAR G9IV,1.06,,,,0.89
HR 537,,27.5842,-47.8164, 6.14,STAR K1IV,1.01,E,0.34,,0.88
HR 5370,20    Boo,214.9383,16.3069, 4.86,STAR K3III,1.23,,0.6,,1.4
HR 5371,,215.6542,-58.4594, 4.92,STAR G8III,0.86,,,,0.48
HR 5372,,214.7325,54.8642, 6.53,STAR A5V,,,,,
HR 5373,,214.9487,38.7939, 6.33,STAR A2V,0.05,,-0.03,,0.05
HR 5374,,215.0363,30.4292, 6.44,STAR A5III,0.15,,0.05,,0.1
HR 5375,,215.6613,-48.3203, 6.09,STAR B1III,-0.13,,,,-0.91
HR 5376,,215.5821,-34.7869, 5.56,STAR B8V,-0.09,,,,
HR 5377,,215.8346,-50.7722, 6.02,STAR K2III,1.36,,,,
HR 5378,,215.7592,-39.5122, 4.42,STAR B7III,-0.18,,-0.17,v,-0.75
HR 5379,,216.2762,-68.1953, 5.61,STAR A3I,0.49,,,,0.01
HR 538,,28.2117,51.4747, 6.26,STAR A3V,,,,,
HR 5380,,215.9517,-53.1767, 6.00,STAR K1III,1.1,,,,
HR 5381,51    Hya,215.7742,-27.7539, 4.77,STAR K4III,1.31,,0.67,,1.54
HR 5382,,216.4146,-66.1733, 6.36,STAR A3V,0.13,,,,0.06
HR 5383,2    Lib,215.8567,-11.7142, 6.21,STAR G7III,0.99,,,,
HR 5384,,215.8138,1.2417, 6.27,STAR G1V,0.63,,0.32,,0.09
HR 5385,,215.8442,8.445, 6.86,STAR F0V,0.43,,,,-0.01
HR 5386,,215.8446,8.4467, 5.12,STAR A0V,-0.02,,,,-0.07
HR 5387,,215.7783,25.3381, 6.22,STAR F5V,0.37,,,,-0.02
HR 5388,,216.0038,8.2436, 5.95,STAR A3V,0.06,,,,0.08
HR 5389,,217.4033,-76.7292, 6.07,STAR K0III,1.18,,,,1.11
HR 539,55Zet Cet,27.865,-10.335, 3.73,STAR K0III,1.14,,0.55,,1.07
HR 5390,,216.2025,-24.8064, 5.32,STAR G8III,0.96,,,,0.71
HR 5391,,216.7796,-65.8217, 5.85,STAR K3III,1.5,,,,1.76
HR 5392,,216.0471,5.82, 5.10,STAR A5V,0.12,,,,0.1
HR 5393,,216.1704,-11.6697, 6.49,STAR F4III,0.42,,,,0.04
HR 5394,,216.0762,8.085, 6.19,STAR K4III,1.2,,0.6,,1.29
HR 5395,Tau1Lup,216.5342,-45.2214, 4.56,STAR B2IV,-0.15,,-0.11,,-0.79
HR 5396,Tau2Lup,216.545,-45.3794, 4.35,STAR F4IV,0.43,,0.35,,0.19
HR 5397,,216.3742,-19.9697, 6.61,STAR A2V,0.14,,,,0.11
HR 5398,,216.5558,-42.3192, 6.32,STAR K2III,1.19,,,,
HR 5399,,216.4487,-26.8525, 6.48,STAR G7IV,0.94,,,,
HR 54,,3.7425,-34.9044, 6.17,STAR K3III,1.34,,,,
HR 540,,28.4521,55.5981, 6.45,STAR A5,0.18,,0.07,,0.11
HR 5400,,216.7079,-39.8739, 6.35,STAR B7IV,-0.08,,,,
HR 5401,,216.8008,-46.1344, 5.83,STAR A1,0.31,,0.16,,0.16
HR 5402,,216.3717,38.3931, 6.27,STAR,1.23,,,,1.26
HR 5403,,217.1812,-59.1978, 6.45,STAR A0II,0.14,,,,0.13
HR 5404,23The Boo,216.2992,51.8508, 4.05,STAR F7V,0.5,,0.25,,0.01
HR 5405,22    Boo,216.6142,19.2269, 5.39,STAR F0,0.23,,0.1,,0.23
HR 5406,104    Vir,216.8517,-6.1203, 6.17,STAR A2IV,0.09,,,,0.11
HR 5407,52    Hya,217.0433,-29.4917, 4.97,STAR B8V,-0.07,,,,-0.41
HR 5408,,217.8188,-67.7172, 5.83,STAR K1III,1,,,,0.78
HR 5409,105Phi Vir,217.0504,-2.2281, 4.81,STAR G2IV,0.7,,0.37,,0.21
HR 541,,27.7271,-50.2061, 5.94,STAR A1V,0.14,,,,
HR 5410,106    Vir,217.1738,-6.9006, 5.42,STAR K5III,1.49,,,,1.76
HR 5411,,216.8638,41.025, 6.63,STAR F1IV,0.37,,,,-0.05
HR 5412,,217.5358,-45.3217, 5.50,STAR B8V,-0.08,C,-0.04,,-0.27
HR 5413,,217.5871,-49.5192, 5.37,STAR A1V,0.05,,,,
HR 5414,,217.1313,28.2892, 7.62,STAR A1V,-0.01,,,,0
HR 5415,,217.1387,28.2908, 7.12,STAR A1V,-0.03,,,,-0.03
HR 5416,,217.0683,36.1969, 6.10,STAR K0III,,,,,
HR 5417,,217.7354,-40.845, 6.39,STAR K3III,1.44,,,,
HR 5418,,217.4604,0.8289, 5.94,STAR A5IV,0.16,,,,0.11
HR 5419,,217.795,-38.8697, 5.97,STAR K1III,1.06,,,,
HR 542,45Eps Cas,28.5987,63.67, 3.38,STAR B3III,-0.15,,-0.12,,-0.6
HR 5420,24    Boo,217.1575,49.8447, 5.59,STAR G3IV,0.85,,,,0.44
HR 5421,,218.1371,-56.8878, 6.93,STAR F5I,0.91,,,,0.6
HR 5422,,217.4571,31.7911, 6.06,STAR A0V,-0.03,,,,-0.09
HR 5423,,217.4033,41.7958, 6.35,STAR G5V,0.7,,,,0.21
HR 5424,,217.6892,4.7722, 6.02,STAR,1.42,,,,1.67
HR 5425,Sig Lup,218.1537,-50.4569, 4.42,STAR B2III,-0.19,,,,-0.84
HR 5426,,218.385,-54.9983, 5.87,STAR F6IV,0.48,,,,
HR 5427,,218.3746,-52.68, 5.87,STAR K0III,1.09,,,,
HR 5428,,218.29,-30.7142, 6.09,STAR K0III,1.03,,,,0.84
HR 5429,25Rho Boo,217.9575,30.3714, 3.58,STAR K3III,1.3,,0.65,,1.44
HR 543,55    And,28.3221,40.7297, 5.40,STAR,1.32,,,,1.41
